NAME,geoid,DR_COUNT,EM_COUNT,ihProgramDeclared,paProgramDeclared,femaDeclarationString_EM,femaDeclarationString_DR,POPUNI_23,PRED0_E_23,PRED0_M_23,PRED0_PE_23,PRED0_PM_23,PRED12_E_23,PRED12_M_23,PRED12_PE_23,PRED12_PM_23,PRED3_E_23,PRED3_M_23,PRED3_PE_23,PRED3_PM_23,COAST_CTY,PCT3_23,PCT3_LB_23,PCT3_UB_23,PCT3_ST_23,PCT3_ST_LB_23,PCT3_ST_UB_23,HRCN_PCT3_23,HRCN_PCT3_LB_23,HRCN_PCT3_UB_23,POPESTIMATE2024,Total_Pop_E_23,Total_Pop_M_23,HSE_Units_E_23,HSE_Units_M_23,HSE_Occ_E_23,HSE_Occ_M_23,HSE_Occ_PE_23,HSE_Occ_PM_23,Own_E_23,Own_M_23,Own_PE_23,Own_PM_23,Rent_E_23,Rent_M_23,Rent_PE_23,Rent_PM_23,DEP_Ratio_E_23,DEP_Ratio_M_23,HHLD_SSI_E_23,HHLD_SSI_M_23,HHLD_SSI_PE_23,HHLD_SSI_PM_23,HHLD_Cash_Assist_E_23,HHLD_Cash_Assist_M_23,HHLD_Cash_Assist_PE_23,HHLD_Cash_Assist_PM_23,HHLD_SNAP_E_23,HHLD_SNAP_M_23,HHLD_SNAP_PE_23,HHLD_SNAP_PM_23,HHLD_ASSIST_or_SNAP_PE_23,HHLD_ASSIST_or_SNAP_PM_23,Under_18_E_23,Under_18_M_23,Under_18_PE_23,Under_18_PM_23,65_plus_E_23,65_plus_M_23,65_plus_PE_23,65_plus_PM_23,Disability_E_23,Disability_M_23,Disability_PE_23,Disability_PM_23,ENG_LVW_E_23,ENG_LVW_M_23,ENG_LVW_PE_23,ENG_LVW_PM_23,RURAL_POP_DEC_2020,TOTAL_POP_DEC_2020,HOUSEHOLDS_DEC_2020,MULTIGEN_DEC_2020,ALAND,RURAL_POP_P_DEC_2020,MULTIGEN_P_DEC_2020,POP_DENSITY_DEC_2020,RURAL_POP_PF_DEC_2020,SAEMHI_PT_23,SAEMHI_MOE_23,SAEPOVALL_PT_23,SAEPOVALL_MOE_23,SAEPOVRTALL_PT_23,SAEPOVRTALL_MOE_23,SAEPOVU_ALL_23,UNEMP_PE_M01_24,UNEMP_M01_24,LABOR_FORCE_M01_24,UNEMP_PE_M02_24,UNEMP_M02_24,LABOR_FORCE_M02_24,UNEMP_PE_M03_24,UNEMP_M03_24,LABOR_FORCE_M03_24,UNEMP_PE_M04_24,UNEMP_M04_24,LABOR_FORCE_M04_24,UNEMP_PE_M05_24,UNEMP_M05_24,LABOR_FORCE_M05_24,UNEMP_PE_M06_24,UNEMP_M06_24,LABOR_FORCE_M06_24,UNEMP_PE_M07_24,UNEMP_M07_24,LABOR_FORCE_M07_24,UNEMP_PE_M08_24,UNEMP_M08_24,LABOR_FORCE_M08_24,UNEMP_PE_M09_24,UNEMP_M09_24,LABOR_FORCE_M09_24,UNEMP_PE_M10_24,UNEMP_M10_24,LABOR_FORCE_M10_24,UNEMP_PE_M11_24,UNEMP_M11_24,LABOR_FORCE_M11_24,UNEMP_PE_M12_24,UNEMP_M12_24,LABOR_FORCE_M12_24,UNEMP_PE_M01_25,UNEMP_M01_25,LABOR_FORCE_M01_25,UNEMP_PE_M02_25,UNEMP_M02_25,LABOR_FORCE_M02_25,UNEMP_PE_M03_25,UNEMP_M03_25,LABOR_FORCE_M03_25,UNEMP_PE_M04_25,UNEMP_M04_25,LABOR_FORCE_M04_25,UNEMP_PE_M05_25,UNEMP_M05_25,LABOR_FORCE_M05_25,UNEMP_PE_M06_25,UNEMP_M06_25,LABOR_FORCE_M06_25,HSE_Occ_PF_23,Own_PF_23,Rent_PF_23,PRED0_PF_23,PRED12_PF_23,PRED3_PF_23,DEP_Ratio_F_23,HHLD_SSI_PF_23,HHLD_Cash_Assist_PF_23,HHLD_SNAP_PF_23,HHLD_ASSIST_or_SNAP_PF_23,Under_18_PF_23,65_plus_PF_23,Disability_PF_23,ENG_LVW_PF_23,MAX_OUTAGE,total_customers,Run Start Time,MAX_OUTAGE_RUN_START_TIME,MAX_PERCENTAGE_OUT,Wind_Swath_Mode,Wind_Swath_Max,totPrecip,femaDeclarationString_IA,incidentType,disasterNumber,damagedStateAbbreviation,utilitiesOut,accessFunctionalNeeds,destroyed,validReg,ihpReferral,haReferral,onaReferral,ihpEligible,haEligible,onaEligible,habitabilityRepairsRequired,haMax,ihOwners,haEligibleOwners,onaEligibleOwners,haMaxOwners,validReg_Prop,haEligible_Prop,onaEligible_Prop,ihOwners_P,haEligible_Owners_P,onaEligible_Owners_P,haMax_Owners_P
"Union County, Indiana",18161,0,0,0,0,None,None,6966,2172,557,31.18,8,3880,564,55.7,8.1,914,458,13.12,6.57,No,1.67,0.19,32.38,2.17,1.09,44.56,-888888888,-888888888,-888888888,6884,7028,-555555555,3250,17,2852,116,87.8,3.5,2356,131,82.6,4.2,496,127,17.4,4.2,69.8,1.7,76,40,2.7,1.4,10,10,0.4,0.4,115,57,4,2,4.3,2.1,1453,33,20.7,0.5,1436,33,20.4,0.5,886,145,12.7,2.1,35,38,0.5,0.6,7087,7087,2923,97,417483432,100,3.3,43.97,3,64648,8090,772,181,11.2,2.6,6916,3.3,128,3935,3.1,124,3945,3.1,120,3897,2.4,95,4018,2.9,120,4105,3.1,130,4230,3.8,160,4265,3.3,141,4216,2.8,117,4183,2.8,115,4109,3.1,123,4023,2.8,112,4062,3.5,141,4051,3.2,130,4067,2.4,96,3989,2,83,4086,2.7,112,4196,2.8,120,4267,0,1,-1,0,1,-1,1,-1,-1,-1,-1,-1,1,0,-1,220,5784,2024-09-28 16:45:00+00:00,2024-09-28 16:45:00+00:00,3.8,34,34,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Vanderburgh County, Indiana",18163,0,0,0,0,None,None,176163,68913,6786,39.12,3.85,69010,6831,39.17,3.88,38240,5536,21.71,3.14,No,44.54,25.25,65.77,72.82,32.61,90.21,-888888888,-888888888,-888888888,180387,179908,-555555555,84809,124,77198,773,91,0.9,49772,925,64.5,1.1,27426,962,35.5,1.1,65.5,0.2,4419,439,5.7,0.6,2126,391,2.8,0.5,8393,686,10.9,0.9,11.9,1,39159,-555555555,21.8,-555555555,32021,147,17.8,0.1,28375,1332,16,0.8,2708,402,1.6,0.2,14333,180136,76084,2152,604507313,8,2.8,771.79,1,60923,3388,23903,3268,13.8,1.9,173573,3.9,3464,88467,4.2,3707,88544,4.1,3692,89590,3.4,3039,89194,3.9,3476,89317,4.3,3884,91092,4.5,4162,91520,4.3,3865,90352,3.9,3489,90545,3.9,3576,90768,4.1,3729,90651,3.7,3347,89895,4.2,3798,90418,4.2,3808,90370,3.2,2908,90050,2.8,2570,90748,3.3,3003,91161,3.6,3383,92747,1,0,0,1,-1,0,1,0,0,0,0,-1,1,1,-1,2594,106853,2024-10-01 23:15:00+00:00,2024-10-01 23:15:00+00:00,2.4,34,34,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Vermillion County, Indiana",18165,0,0,0,0,None,None,15380,5938,893,38.61,5.81,5970,901,38.82,5.86,3472,737,22.57,4.79,No,50.74,20.7,77.76,84.77,26.08,95.64,-888888888,-888888888,-888888888,15516,15452,-555555555,7326,28,6560,220,89.5,3,4867,264,74.2,3.6,1693,251,25.8,3.6,72.6,0.5,459,141,7,2.1,62,36,0.9,0.5,694,158,10.6,2.3,11.1,2.4,3418,20,22.1,0.1,3084,18,20,0.1,2953,324,19.4,2.1,87,38,0.6,0.3,9056,15439,6504,226,665353010,58.7,3.5,60.1,2,58743,7004,1902,403,12.5,2.7,15173,5.1,356,6978,5.1,359,7001,5.2,368,7011,4,280,7052,4.4,311,7133,5.2,377,7217,5.5,405,7310,4.8,348,7190,4.4,319,7201,4.5,322,7166,4.9,348,7141,4.7,336,7184,5.7,413,7203,5.2,375,7169,3.9,275,7134,3.4,245,7183,3.8,278,7294,4.2,304,7320,0,1,-1,0,-1,0,1,0,-1,0,0,0,1,1,-1,1085,8480,2024-09-28 03:00:00+00:00,2024-09-28 03:00:00+00:00,12.8,34,34,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Vigo County, Indiana",18167,0,0,0,0,None,None,98464,36910,4230,37.49,4.3,39556,4242,40.17,4.31,21998,3395,22.34,3.45,No,49.04,27.29,70.48,82.6,35.87,92.38,-888888888,-888888888,-888888888,106166,106201,-555555555,46937,77,42595,515,90.7,1.1,26984,764,63.4,1.8,15611,841,36.6,1.8,60.4,0.4,2445,347,5.7,0.8,840,229,2,0.5,5480,564,12.9,1.3,13.5,1.4,21878,-555555555,20.6,-555555555,18107,151,17,0.1,17493,934,17.1,0.9,1424,250,1.4,0.2,26291,106153,41849,1382,1045400270,24.8,3.3,262.99,1,50665,4323,19591,2209,20.2,2.3,97168,4.4,2119,48226,4.8,2350,48561,4.6,2257,48970,3.8,1869,49289,4.3,2125,49496,4.9,2402,49305,5.1,2525,49513,4.5,2202,49124,4,1996,49373,4.2,2060,49449,4.6,2283,49477,4.2,2053,49234,4.7,2336,49621,4.8,2372,49540,3.6,1797,49425,3.1,1540,49904,3.5,1759,50178,3.9,1981,50422,0,0,0,0,-1,0,-1,0,-1,0,0,-1,1,1,-1,6404,52281,2024-09-28 01:30:00+00:00,2024-09-28 01:30:00+00:00,12.2,34,34,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Wabash County, Indiana",18169,0,0,0,0,None,None,30202,10682,1505,35.37,4.98,12857,1536,42.57,5.09,6663,1292,22.06,4.28,No,46.89,20.67,73.12,79.34,26.08,94.56,-888888888,-888888888,-888888888,30777,30901,-555555555,14053,49,12554,329,89.3,2.2,10094,382,80.4,2.1,2460,272,19.6,2.1,73.5,0.9,794,182,6.3,1.4,232,104,1.8,0.8,1221,240,9.7,1.9,9.8,1.9,6515,87,21.1,0.3,6578,49,21.3,0.2,4614,398,15.4,1.3,93,60,0.3,0.2,15534,30976,12721,342,1068471084,50.1,2.7,75.09,2,60668,6630,3472,623,11.8,2.1,29376,4.1,590,14525,4.4,640,14632,4.1,611,14740,3.5,513,14823,3.9,585,14896,4.4,665,15054,4.9,735,14956,4.5,667,14859,4,589,14847,4.1,602,14750,4.4,643,14695,4,585,14614,4.4,644,14629,4.3,638,14732,3.2,473,14818,2.8,413,14886,3.2,479,15023,3.4,513,15056,0,1,-1,0,0,0,1,0,-1,-1,-1,-1,1,1,-1,12,16169,2024-09-29 03:30:00+00:00,2024-09-29 03:30:00+00:00,0.1,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Warren County, Indiana",18171,0,0,0,0,None,None,8494,3148,576,37.06,6.78,3798,583,44.71,6.86,1548,472,18.22,5.56,No,19.88,3.21,59.28,19.56,4.35,83.69,-888888888,-888888888,-888888888,8451,8469,-555555555,3687,24,3359,120,91.1,3.2,2722,145,81,4.2,637,149,19,4.2,75.7,0.8,201,72,6,2.1,23,20,0.7,0.6,212,81,6.3,2.4,6.7,2.5,1877,13,22.2,0.2,1772,20,20.9,0.2,1527,199,18.2,2.4,16,14,0.2,0.2,8440,8440,3333,106,944543938,100,3.2,23.14,3,74750,9202,802,156,9.6,1.9,8395,3.7,170,4572,3.8,177,4598,3.7,167,4535,2.8,127,4566,3.4,156,4594,4,184,4626,4.2,194,4615,3.6,169,4685,3.2,151,4692,3.3,153,4698,3.3,155,4632,3.2,149,4657,3.9,181,4623,3.9,181,4638,2.8,131,4612,2.6,120,4622,2.8,133,4671,3.3,154,4656,0,1,-1,0,0,0,1,0,-1,-1,-1,0,1,1,-1,82,1281,2024-09-27 23:45:00+00:00,2024-09-27 23:45:00+00:00,6.4,34,34,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Warrick County, Indiana",18173,0,0,0,0,None,None,65792,28549,2849,43.39,4.33,25562,2805,38.85,4.26,11681,2130,17.75,3.24,No,16.97,7.06,41.03,16.3,7.61,59.78,-888888888,-888888888,-888888888,66339,64650,-555555555,26567,42,24697,359,93,1.4,20381,471,82.5,1.8,4316,465,17.5,1.8,71.7,0.6,691,174,2.8,0.7,312,144,1.3,0.6,928,215,3.8,0.9,4,0.9,15039,-555555555,23.3,-555555555,11960,130,18.5,0.2,7951,700,12.5,1.1,489,202,0.8,0.3,17087,63898,24618,777,996186009,26.7,3.2,166.13,1,87293,7937,5365,884,8.3,1.4,64785,3.7,1213,32850,4,1311,32890,3.7,1233,33038,3.1,1028,33015,3.6,1188,33200,3.9,1327,34061,4.1,1393,34314,3.8,1270,33726,3.4,1147,33746,3.5,1171,33737,3.7,1252,33650,3.2,1065,33488,3.8,1265,33518,3.7,1253,33533,2.8,950,33466,2.4,805,33629,2.9,989,33987,3.2,1103,34536,1,1,-1,1,-1,0,1,-1,-1,-1,-1,1,1,0,-1,254,16851,2024-09-30 19:15:00+00:00,2024-09-30 19:15:00+00:00,1.5,34,34,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Washington County, Indiana",18175,0,0,0,0,None,None,28062,11532,1383,41.09,4.93,10751,1393,38.31,4.96,5779,1112,20.59,3.96,No,36.91,14.76,63.89,59.78,17.39,88.03,-888888888,-888888888,-888888888,28345,28167,-555555555,12162,56,10994,226,90.4,1.8,9048,288,82.3,2.4,1946,279,17.7,2.4,69.9,1,623,141,5.7,1.3,362,136,3.3,1.2,1191,196,10.8,1.8,11.5,1.8,6486,91,23,0.3,5102,63,18.1,0.2,4459,382,16,1.4,142,81,0.5,0.3,21565,28182,11031,481,1330447135,76.5,4.4,54.86,2,55682,4705,3603,657,13,2.4,27759,3.9,541,13924,4.1,579,13952,4,558,13883,3.2,445,13886,3.7,527,14069,4,575,14444,4.5,664,14683,3.9,567,14357,3.6,512,14322,3.7,518,14168,3.9,553,14168,3.6,517,14233,4.5,647,14240,4.8,688,14298,3.3,468,14146,3.1,438,14173,3.1,453,14385,3.4,499,14683,0,1,-1,1,-1,0,1,0,0,0,0,1,1,1,-1,155,13586,2024-09-27 21:30:00+00:00,2024-09-27 21:30:00+00:00,1.1,34,34,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Wayne County, Indiana",18177,0,0,0,0,None,None,65130,22445,2823,34.46,4.33,25602,2829,39.31,4.34,17083,2288,26.23,3.51,No,74.69,52.79,85.9,96.73,77.17,98.9,-888888888,-888888888,-888888888,66410,66377,-555555555,30758,84,26818,436,87.2,1.4,18696,533,69.7,1.9,8122,547,30.3,1.9,71.9,0.3,1634,279,6.1,1,687,170,2.6,0.6,3892,415,14.5,1.5,15.3,1.6,15012,-555555555,22.6,-555555555,12757,76,19.2,0.1,11879,758,18.3,1.2,1299,315,2.1,0.5,25090,66553,27409,895,1040539369,37.7,3.3,165.66,1,52956,3572,11070,1710,17.3,2.7,63867,4.1,1281,30882,4.6,1418,30932,4.5,1410,31072,3.8,1159,30784,4.1,1263,30978,4.5,1423,31298,5.2,1632,31138,4.6,1420,31111,4,1246,30893,4.2,1293,30844,4.6,1432,30886,4.5,1385,30882,4.7,1469,31155,4.6,1439,31201,3.6,1116,30628,3.2,992,30682,3.6,1103,30826,4,1257,31178,-1,1,-1,0,-1,1,1,0,0,1,1,1,1,1,-1,1518,40610,2024-09-28 00:00:00+00:00,2024-09-28 00:00:00+00:00,3.7,34,34,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Wells County, Indiana",18179,0,0,0,0,None,None,28485,10109,1481,35.49,5.2,13244,1499,46.49,5.26,5132,1213,18.02,4.26,No,18.59,5.12,49.61,17.39,5.43,72.82,-888888888,-888888888,-888888888,28798,28261,-555555555,12003,38,11360,182,94.6,1.5,8656,307,76.2,2.7,2704,320,23.8,2.7,75.6,0.7,371,134,3.3,1.2,206,112,1.8,1,641,185,5.6,1.6,6.6,1.7,6979,29,24.7,0.1,5187,57,18.4,0.2,3381,305,12.2,1.1,225,140,0.8,0.5,17834,28180,11134,253,953341278,63.3,2.3,76.56,2,69833,7823,2415,511,8.6,1.8,28005,3.6,529,14836,3.7,543,14822,3.5,521,14929,2.7,407,14992,3.2,484,15079,3.5,536,15318,4.7,735,15477,3.5,527,15256,3.2,482,15194,3.2,492,15266,3.6,540,15168,3.2,493,15193,3.7,569,15256,3.7,559,15168,2.8,431,15168,2.2,342,15206,2.7,420,15353,3,466,15510,1,1,-1,0,0,0,1,-1,0,-1,-1,1,1,0,-1,37,13893,2024-09-29 22:30:00+00:00,2024-09-29 22:30:00+00:00,0.3,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"White County, Indiana",18181,0,0,0,0,None,None,24882,9949,1203,39.98,4.83,9899,1235,39.78,4.96,5034,1016,20.23,4.08,No,34.33,12.66,62.53,53.26,15.22,86.95,-888888888,-888888888,-888888888,24833,24709,-555555555,12926,40,9865,316,76.3,2.5,7826,311,79.3,2.5,2039,270,20.7,2.5,78.8,0.7,393,134,4,1.3,137,73,1.4,0.7,616,170,6.2,1.7,7.1,1.7,5801,24,23.5,0.1,5086,53,20.6,0.2,3574,366,14.6,1.5,890,175,3.8,0.8,15156,24688,9936,316,1308307482,61.4,3.2,48.87,2,67077,5999,2665,508,10.8,2.1,24597,4.1,458,11088,4.2,473,11138,4.2,470,11068,3.4,377,11211,3.9,452,11628,4.2,503,11910,4.4,528,11902,4.3,508,11758,3.9,451,11588,4.1,468,11378,4.6,519,11220,4.3,483,11221,4.8,537,11114,4.8,534,11157,3.6,397,11097,3,337,11221,3.4,390,11599,3.7,434,11782,-1,1,-1,1,0,0,1,0,-1,-1,-1,1,1,1,-1,4167,12857,2024-09-29 03:30:00+00:00,2024-09-29 03:30:00+00:00,32.4,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Whitley County, Indiana",18183,0,0,0,0,None,None,34581,14265,1745,41.25,5.05,13844,1758,40.03,5.08,6472,1397,18.72,4.04,No,22.76,7.47,52.79,27.17,8.69,77.17,-888888888,-888888888,-888888888,34885,34388,-555555555,14940,80,13929,257,93.2,1.9,11172,338,80.2,2.2,2757,313,19.8,2.2,71.5,0.7,772,250,5.5,1.8,129,51,0.9,0.4,916,232,6.6,1.7,6.9,1.7,7936,28,23.1,0.1,6398,74,18.6,0.2,4672,508,13.7,1.5,109,78,0.3,0.2,23621,34191,13857,386,869256022,69.1,2.8,101.87,2,76326,6617,2919,524,8.5,1.5,34351,3.5,627,17684,3.8,680,17726,3.6,643,17797,3,530,17881,3.5,638,18025,3.9,713,18331,5.1,953,18548,3.8,693,18272,3.5,640,18205,3.6,648,18236,3.8,691,18114,3.5,638,18131,4,731,18207,4,731,18130,3.1,551,18058,2.7,483,18160,3,551,18322,3.3,602,18509,1,1,-1,1,0,0,1,0,-1,-1,-1,1,1,0,-1,32,24036,2024-09-26 03:15:00+00:00,2024-09-26 03:15:00+00:00,0.1,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Adair County, Iowa",19001,0,0,0,0,None,None,7389,2957,464,40.02,6.28,2710,470,36.68,6.36,1722,383,23.3,5.18,No,56.86,22.58,81.89,90.9,41.41,97.97,-888888888,-888888888,-888888888,7431,7471,-555555555,3595,29,3260,108,90.7,2.9,2399,117,73.6,3.3,861,118,26.4,3.3,82.4,1.7,145,49,4.4,1.5,79,40,2.4,1.3,335,80,10.3,2.4,11.5,2.7,1715,39,23,0.5,1660,18,22.2,0.2,1046,135,14.3,1.8,16,16,0.2,0.2,7496,7496,3217,48,1474404192,100,1.5,13.17,3,67873,7996,709,158,9.8,2.2,7202,3,128,4209,3,127,4205,2.8,121,4342,1.9,84,4352,2.5,111,4452,3.1,139,4529,3,139,4605,2.9,131,4526,2.3,98,4350,2.4,109,4472,2.5,108,4346,2.2,96,4357,3.3,143,4359,3.4,144,4240,3.3,147,4469,2.4,110,4542,2.5,113,4435,2.8,127,4485,0,1,-1,0,-1,0,1,0,0,0,0,1,1,0,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Adams County, Iowa",19003,0,0,0,0,None,None,3544,1602,295,45.2,8.32,1218,299,34.37,8.44,724,241,20.43,6.8,No,35.72,4.99,77.03,62.62,10.1,95.95,-888888888,-888888888,-888888888,3606,3641,-555555555,1892,15,1530,85,80.9,4.3,1174,92,76.7,4.9,356,79,23.3,4.9,84.7,1.5,91,42,5.9,2.7,42,25,2.7,1.6,206,56,13.5,3.6,14.1,3.7,796,-555555555,21.9,-555555555,874,15,24,0.4,533,91,14.9,2.5,9,9,0.3,0.3,3704,3704,1614,40,1096686253,100,2.5,8.75,3,63399,7667,405,92,11.6,2.6,3505,3.1,52,1701,2.4,41,1707,2.1,37,1765,1.8,32,1766,2.3,41,1797,2.6,47,1801,2.7,49,1791,2.8,48,1720,2.3,39,1723,2.7,47,1759,2.7,46,1699,2.4,41,1723,3,51,1728,3.3,57,1705,2.8,49,1764,2.4,44,1813,2.8,50,1782,3,54,1809,-1,1,-1,1,-1,0,1,0,0,0,0,-1,1,0,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Allamakee County, Iowa",19005,0,0,0,0,None,None,14070,4910,814,34.9,5.79,5894,834,41.89,5.93,3266,677,23.21,4.81,No,56.12,24.23,80.14,89.89,43.43,96.96,-888888888,-888888888,-888888888,14184,14038,-555555555,7730,26,6024,202,77.9,2.6,4749,177,78.8,3,1275,201,21.2,3,88,0.5,231,72,3.8,1.2,132,63,2.2,1,458,104,7.6,1.7,8.4,1.9,3386,8,24.1,0.1,3186,19,22.7,0.1,1723,226,12.5,1.6,917,173,7,1.3,14061,14061,5797,99,1655186565,100,1.7,22,3,65586,7409,1542,328,11.1,2.4,13861,6.2,456,7372,6.5,484,7475,4.6,347,7593,3.1,232,7596,3.2,245,7596,3.3,254,7627,3.4,265,7682,3.2,242,7466,2.5,188,7396,2.8,209,7520,3,216,7248,3.9,288,7366,6.3,471,7503,6.2,455,7376,5.7,433,7650,3.9,303,7760,3.5,264,7565,3.7,282,7613,-1,1,-1,0,0,0,1,-1,0,-1,-1,1,1,0,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
"Appanoose County, Iowa",19007,0,0,0,0,None,None,12041,3908,708,32.46,5.88,5091,718,42.28,5.96,3042,581,25.26,4.83,No,69.63,37.27,86.82,93.93,61.61,98.98,-888888888,-888888888,-888888888,12106,12242,-555555555,6314,30,5006,173,79.3,2.7,3460,210,69.1,3.6,1546,193,30.9,3.6,81.2,1.7,276,83,5.5,1.7,99,35,2,0.7,682,145,13.6,2.9,13.8,3,2621,68,21.4,0.6,2865,36,23.4,0.3,2184,277,18,2.3,148,115,1.3,1,7048,12317,5320,99,1287997907,57.2,1.9,24.77,2,54629,6066,1914,401,16.1,3.4,11872,4.4,226,5088,3.9,200,5131,3.1,161,5176,2.6,135,5220,3.2,169,5300,3.4,181,5324,3.8,201,5231,3.7,192,5128,3.3,168,5158,5.8,303,5268,3.6,185,5099,3.6,180,5058,4.5,233,5161,4.3,221,5136,4.2,219,5172,3.3,174,5224,4.2,220,5228,4.2,222,5298,-1,1,-1,0,0,1,1,0,0,0,0,-1,1,1,-1,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,None,None,None,None,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888,-888888888
